1903,1,4196.7
1903,2,4196.9
1903,3,4197
1903,4,4197.3
1903,5,4197.6
1903,6,4197.7
1903,7,4197.7
1903,8,4197.1
1903,9,4196.7
1903,10,4196.2
1903,11,4196.1
1903,12,4196.1
1904,1,4196.4
1904,2,4196.4
1904,3,4196.8
1904,4,4197.6
1904,5,4197.7
1904,6,4198.3
1904,7,4198.3
1904,8,4197.9
1904,9,4197.5
1904,10,4197.2
1904,11,4196.9
1904,12,4196.9
1905,1,4196.9
1905,2,4197
1905,3,4197.2
1905,4,4197.5
1905,5,4197.6
1905,6,4197.6
1905,7,4197.3
1905,8,4196.8
1905,9,4196.3
1905,10,4196
1905,11,4195.8
1905,12,4195.9
1906,1,4195.9
1906,2,4196.1
1906,3,4196.4
1906,4,4197
1906,5,4197.4
1906,6,4197.9
1906,7,4198.3
1906,8,4197.8
1906,9,4197.5
1906,10,4197.3
1906,11,4197.1
1906,12,4197.1
1907,1,4197.4
1907,2,4197.7
1907,3,4198.4
1907,4,4198.9
1907,5,4199.5
1907,6,4199.9
1907,7,4200.5
1907,8,4200.4
1907,9,4200.1
1907,10,4199.8
1907,11,4199.9
1907,12,4199.9
1908,1,4200.1
1908,2,4200.3
1908,3,4200.6
1908,4,4200.7
1908,5,4200.7
1908,6,4200.8
1908,7,4201
1908,8,4200.7
1908,9,4200.1
1908,10,4199.9
1908,11,4200
1908,12,4200.1
1909,1,4200.3
1909,2,4200.8
1909,3,4201.1
1909,4,4201.5
1909,5,4201.7
1909,6,4202.4
1909,7,4202.6
1909,8,4202.4
1909,9,4202.1
1909,10,4202
1909,11,4202
1909,12,4202.3
1910,1,4202.6
1910,2,4202.9
1910,3,4203.1
1910,4,4203.6
1910,5,4203.9
1910,6,4203.9
1910,7,4203.4
1910,8,4203
1910,9,4202.5
1910,10,4202.1
1910,11,4202
1910,12,4201.9
1911,1,4202
1911,2,4202.3
1911,3,4202.7
1911,4,4203
1911,5,4203.2
1911,6,4203.1
1911,7,4203
1911,8,4202.7
1911,9,4202.1
1911,10,4201.6
1911,11,4201.7
1911,12,4201.6
1912,1,4201.6
1912,2,4201.8
1912,3,4202
1912,4,4202.2
1912,5,4202.5
1912,6,4202.6
1912,7,4202.7
1912,8,4202.4
1912,9,4202.1
1912,10,4201.8
1912,11,4201.9
1912,12,4202.1
1913,1,4202.1
1913,2,4202.1
1913,3,4202.3
1913,4,4202.6
1913,5,4202.8
1913,6,4202.9
1913,7,4202.8
1913,8,4202.5
1913,9,4202
1913,10,4201.9
1913,11,4201.7
1913,12,4201.8
1914,1,4201.9
1914,2,4202.3
1914,3,4202.6
1914,4,4202.8
1914,5,4203.1
1914,6,4203.3
1914,7,4203.6
1914,8,4203.3
1914,9,4202.8
1914,10,4202.4
1914,11,4202.5
1914,12,4202.4
1915,1,4202.5
1915,2,4202.6
1915,3,4202.9
1915,4,4203.1
1915,5,4203.2
1915,6,4203.2
1915,7,4202.9
1915,8,4202.4
1915,9,4201.9
1915,10,4201.6
1915,11,4201.4
1915,12,4201.4
1916,1,4201.4
1916,2,4201.6
1916,3,4202.1
1916,4,4202.5
1916,5,4202.9
1916,6,4202.8
1916,7,4202.6
1916,8,4202.2
1916,9,4201.6
1916,10,4201.3
1916,11,4201.4
1916,12,4201.4
1917,1,4201.5
1917,2,4201.6
1917,3,4201.9
1917,4,4202.3
1917,5,4202.8
1917,6,4203.1
1917,7,4203.4
1917,8,4203.2
1917,9,4202.7
